LOCALITY	PLOT	YEAR	REP	BLK	ROW	COL	ID	F1_EARLINESS_1	F1_EARLINESS_2	F1_EARLINESS_3	F1_EARLINESS_4	F1_EARLINESS_5	F1_EARLINESS_L	F1_OVERALL_1	F1_OVERALL_2	F1_OVERALL_3	F1_OVERALL_4	F1_OVERALL_5	F1_OVERALL_L	F1_SPIKE_1	F1_SPIKE_2	F1_SPIKE_3	F1_SPIKE_4	F1_SPIKE_5	F1_SPIKE_L	F1_TILLER_1	F1_TILLER_2	F1_TILLER_3	F1_TILLER_4	F1_TILLER_5	F1_TILLER_L	F2_EARLINESS_1	F2_EARLINESS_2	F2_EARLINESS_3	F2_EARLINESS_4	F2_EARLINESS_5	F2_EARLINESS_L	F2_OVERALL_1	F2_OVERALL_2	F2_OVERALL_3	F2_OVERALL_4	F2_OVERALL_5	F2_OVERALL_L	F2_SPIKE_1	F2_SPIKE_2	F2_SPIKE_3	F2_SPIKE_4	F2_SPIKE_5	F2_SPIKE_L	F2_TILLER_1	F2_TILLER_2	F2_TILLER_3	F2_TILLER_4	F2_TILLER_5	F2_TILLER_L	F3_EARLINESS_1	F3_EARLINESS_2	F3_EARLINESS_3	F3_EARLINESS_4	F3_EARLINESS_5	F3_EARLINESS_L	F3_OVERALL_1	F3_OVERALL_2	F3_OVERALL_3	F3_OVERALL_4	F3_OVERALL_5	F3_OVERALL_L	F3_SPIKE_1	F3_SPIKE_2	F3_SPIKE_3	F3_SPIKE_4	F3_SPIKE_5	F3_SPIKE_L	F3_TILLER_1	F3_TILLER_2	F3_TILLER_3	F3_TILLER_4	F3_TILLER_5	F3_TILLER_L	M1_EARLINESS_1	M1_EARLINESS_2	M1_EARLINESS_3	M1_EARLINESS_4	M1_EARLINESS_5	M1_EARLINESS_L	M1_OVERALL_1	M1_OVERALL_2	M1_OVERALL_3	M1_OVERALL_4	M1_OVERALL_5	M1_OVERALL_L	M1_SPIKE_1	M1_SPIKE_2	M1_SPIKE_3	M1_SPIKE_4	M1_SPIKE_5	M1_SPIKE_L	M1_TILLER_1	M1_TILLER_2	M1_TILLER_3	M1_TILLER_4	M1_TILLER_5	M1_TILLER_L	M2_EARLINESS_1	M2_EARLINESS_2	M2_EARLINESS_3	M2_EARLINESS_4	M2_EARLINESS_5	M2_EARLINESS_L	M2_OVERALL_1	M2_OVERALL_2	M2_OVERALL_3	M2_OVERALL_4	M2_OVERALL_5	M2_OVERALL_L	M2_SPIKE_1	M2_SPIKE_2	M2_SPIKE_3	M2_SPIKE_4	M2_SPIKE_5	M2_SPIKE_L	M2_TILLER_1	M2_TILLER_2	M2_TILLER_3	M2_TILLER_4	M2_TILLER_5	M2_TILLER_L	M3_EARLINESS_1	M3_EARLINESS_2	M3_EARLINESS_3	M3_EARLINESS_4	M3_EARLINESS_5	M3_EARLINESS_L	M3_OVERALL_1	M3_OVERALL_2	M3_OVERALL_3	M3_OVERALL_4	M3_OVERALL_5	M3_OVERALL_L	M3_SPIKE_1	M3_SPIKE_2	M3_SPIKE_3	M3_SPIKE_4	M3_SPIKE_5	M3_SPIKE_L	M3_TILLER_1	M3_TILLER_2	M3_TILLER_3	M3_TILLER_4	M3_TILLER_5	M3_TILLER_L
hagreselam	784	2012	2	20	20	4	236987	5	4	4	4	4	3	4	4	4	5	4	4	5	5	3	4	4	4	4	4	4	4	5	3	4	5	5	3	4	4	5	5	4	5	3	4	3	4	3	4	4	4	3	3	4	4	3	4	2	3	2	4	3	3	3	3	3	2	3	3	2	2	2	3	3	3	2	2	2	3	2	2	4	4	4	4	4	3	2	2	4	2	2	2	1	3	3	1	3	2	2	3	3	3	3	2	3	3	4	4	3	4	2	3	2	3	3	3	3	3	2	4	3	3	2	3	3	3	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	747	2012	2	18	18	7	236988	4	5	4	4	4	5	5	5	4	4	4	4	4	5	5	4	4	4	4	4	5	4	5	4	5	5	5	4	5	3	5	3	5	3	3	3	3	4	4	3	2	3	2	3	3	2	3	2	3	3	3	3	3	3	4	3	3	3	4	3	4	4	4	4	5	4	2	2	2	2	2	3	4	4	5	4	4	4	4	4	5	5	5	3	4	4	4	5	4	4	3	3	3	3	3	2	3	3	3	3	4	3	3	3	3	4	3	3	3	4	4	3	4	4	3	3	2	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	797	2012	2	20	20	17	236989	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	3	5	5	4	4	4	4	4	5	3	3	4	3	3	4	4	4	4	2	4	3	3	3	3	3	3	3	3	3	4	3	3	3	4	4	4	3	3	4	4	3	4	3	3	3	3	3	3	3	3	4	4	4	3	5	5	5	5	5	5	4	5	5	5	5	4	4	4	4	4	4	4	3	3	2	3	3	3	4	4	4	5	5	5	4	4	5	4	4	5	4	4	4	4	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	688	2012	2	15	15	8	238117	5	5	4	4	4	5	5	5	5	5	5	4	4	5	5	5	5	4	4	4	4	4	5	4	3	5	5	5	5	5	5	3	5	3	4	4	3	4	5	4	3	4	2	3	4	3	3	3	3	4	4	5	3	3	3	3	4	4	5	3	3	3	4	3	3	4	4	3	3	4	2	3	5	5	5	5	4	4	5	4	4	4	4	4	4	5	4	3	4	4	3	4	4	3	3	4	4	4	3	3	3	4	3	3	4	3	2	3	3	4	3	4	3	3	3	3	4	3	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	650	2012	2	13	13	10	238119	5	5	5	5	5	5	4	4	4	5	4	4	4	5	4	5	5	4	5	4	5	5	5	4	4	5	5	5	5	4	5	4	5	5	4	5	4	5	5	4	3	4	5	4	4	5	4	5	4	4	4	4	4	4	4	4	4	5	4	4	4	4	5	5	4	4	4	4	4	5	4	3	5	4	5	5	4	3	4	3	4	4	4	3	4	4	3	4	4	3	4	4	4	3	3	4	3	4	4	3	3	5	3	3	3	3	3	3	3	4	4	5	3	3	4	4	3	4	2	4	4	3	4	4	4	4	2	1	1	2	1	2	3	4	3	3	3	3	3	3	3	3	3	3
hagreselam	749	2012	2	18	18	9	238120	5	4	5	5	5	5	5	4	4	5	5	4	4	4	4	5	5	4	4	4	4	5	5	4	5	5	5	5	5	4	5	4	4	4	3	4	3	3	5	4	3	4	4	4	4	5	4	4	3	3	4	3	3	4	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	4	3	3	5	5	5	5	5	5	3	2	3	4	4	3	2	3	4	3	4	3	3	3	3	5	4	3	4	4	4	5	3	4	3	3	3	2	3	3	2	3	2	3	4	3	3	3	3	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	719	2012	2	16	16	19	238121	5	4	4	5	5	5	5	4	4	4	4	4	5	5	4	3	4	4	4	4	4	4	4	3	5	5	5	5	5	5	3	4	5	4	3	3	2	3	5	3	4	3	3	4	4	3	3	3	3	4	4	3	3	4	3	3	3	2	3	3	2	3	4	4	2	3	3	3	4	4	4	3	5	5	5	5	5	5	3	2	3	3	3	3	3	3	2	3	3	3	2	3	3	3	2	2	3	4	4	5	3	4	3	3	2	3	3	3	3	3	3	4	3	3	2	3	3	4	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	746	2012	2	18	18	6	238122	5	5	5	5	5	5	5	4	4	5	5	4	5	5	5	5	5	5	4	4	4	4	4	4	5	5	5	5	5	5	5	4	5	3	4	4	3	5	4	4	3	4	3	4	3	4	3	4	3	3	4	4	3	4	3	3	3	2	3	3	2	3	3	3	2	2	3	3	3	4	3	4	5	5	5	5	5	5	3	3	3	4	3	3	4	3	4	3	4	3	3	3	4	3	3	3	4	4	4	5	3	4	3	3	3	3	3	4	2	3	4	4	4	4	3	3	3	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	550	2012	2	8	8	10	238125	4	3	4	4	5	4	3	4	3	3	4	4	4	4	4	4	4	4	3	4	4	4	3	4	2	3	3	4	2	4	3	2	5	3	3	4	3	3	5	3	4	4	4	4	4	3	3	4	4	4	3	4	4	4	4	3	3	4	4	4	4	3	3	3	3	4	3	3	3	4	3	3	4	4	5	5	5	NA	3	4	2	3	2	NA	4	4	3	2	2	NA	3	4	3	3	2	NA	2	4	3	3	3	3	2	3	2	3	3	2	3	3	3	3	2	3	3	3	4	4	3	3	4	4	4	4	3	3	1	1	1	2	1	2	3	3	4	3	3	2	3	3	3	3	3	3
hagreselam	685	2012	2	15	15	5	238126	4	5	5	5	4	4	4	4	5	5	4	4	4	5	5	5	5	4	4	5	5	5	5	4	3	4	4	4	4	4	4	3	5	4	3	4	3	4	4	5	4	4	4	3	5	5	3	4	3	3	4	4	3	3	2	3	3	3	3	3	2	4	4	4	4	2	4	4	4	4	4	3	4	4	4	4	5	4	3	4	3	4	4	3	4	4	3	3	4	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3	3	3	2	3	3	4	3	3	3	3	4	3	4	4	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	663	2012	2	14	14	3	238130	3	2	2	3	4	2	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4	4	3	3	4	4	4	3	3	3	2	4	4	4	3	4	2	3	5	3	3	4	3	4	4	3	3	3	3	3	3	4	4	3	3	3	3	3	4	3	3	3	4	4	3	3	3	3	3	4	3	2	4	4	4	4	3	2	4	4	3	4	4	3	4	4	3	4	4	3	2	4	4	3	3	3	3	3	4	3	3	3	3	3	2	3	2	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3
hagreselam	494	2012	2	5	5	14	238133	5	5	3	4	5	5	4	3	4	5	4	3	4	4	4	4	4	4	3	3	3	2	3	3	4	3	3	5	5	5	4	3	5	2	3	4	4	3	5	3	3	4	3	4	4	3	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	4	3	5	5	5	5	5	NA	2	2	2	3	2	NA	2	1	3	1	2	NA	2	3	2	3	2	NA	5	5	4	5	5	5	2	3	2	2	2	2	2	3	3	3	2	3	3	3	3	3	3	3	4	4	4	4	5	5	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3
hagreselam	485	2012	2	5	5	5	238139	3	3	3	3	3	4	4	5	5	5	4	4	4	4	4	4	4	4	3	4	4	4	3	4	2	2	2	2	2	3	3	5	5	5	4	5	4	4	5	4	4	5	3	3	4	3	3	3	2	2	2	2	3	2	3	3	3	3	3	3	4	3	4	3	3	4	3	3	3	4	3	3	3	3	4	4	4	NA	2	2	3	2	1	NA	2	3	3	1	1	NA	4	4	4	4	3	NA	2	3	3	3	2	2	3	3	3	3	2	3	3	3	3	3	3	3	4	4	4	4	4	4	3	3	3	3	3	3	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	4
hagreselam	489	2012	2	5	5	9	238340	4	3	3	4	5	2	5	3	3	4	3	3	4	4	4	5	3	3	4	3	4	5	3	3	1	2	2	1	1	2	4	4	5	2	3	4	2	3	5	3	2	3	3	3	3	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	3	3	3	3	3	2	2	3	2	3	NA	3	3	2	3	4	NA	3	3	2	2	3	NA	3	3	3	2	2	NA	1	1	1	1	1	1	3	3	3	3	4	3	3	3	4	4	3	3	3	2	3	4	2	3	2	2	2	2	2	2	2	1	1	1	2	2	3	3	3	3	3	2	2	3	3	3	3	3
hagreselam	484	2012	2	5	5	4	238498	4	4	4	3	4	4	5	5	5	5	4	5	4	5	5	5	4	5	4	5	4	4	4	5	3	2	2	2	2	3	4	3	5	4	4	4	5	5	4	4	4	5	4	4	3	5	4	4	3	3	3	4	3	3	3	3	3	3	3	4	3	3	4	3	4	3	5	4	4	5	4	4	4	4	4	3	4	NA	3	3	3	2	3	NA	2	3	3	2	3	NA	3	4	4	3	2	NA	3	3	3	2	3	3	3	3	4	3	4	3	4	4	3	4	5	4	4	3	5	4	3	3	3	3	3	3	3	3	2	2	1	2	1	3	3	4	4	3	3	4	3	3	4	3	3	4
hagreselam	694	2012	2	15	15	14	238507	4	5	5	5	5	5	5	5	4	4	5	4	5	5	5	5	5	3	4	4	4	4	5	4	5	5	5	5	4	5	4	3	5	4	3	4	3	4	4	4	4	4	3	3	3	3	3	3	4	4	4	4	3	3	2	3	3	2	3	2	2	2	4	3	2	3	3	3	3	3	3	2	5	5	5	5	5	5	2	2	2	2	3	2	2	2	2	1	3	2	3	4	3	3	3	3	3	4	3	5	3	3	3	3	2	3	2	3	3	2	2	4	3	3	3	3	2	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	443	2012	2	3	3	3	238513	4	4	4	4	4	4	5	4	4	4	4	4	5	5	5	5	5	4	4	3	4	5	4	3	2	3	2	2	2	3	5	5	5	4	4	4	4	4	4	4	4	4	3	4	3	3	4	4	3	3	2	3	2	3	5	3	3	3	4	3	3	3	5	4	5	3	4	3	3	4	3	3	3	4	3	4	4	NA	3	4	4	4	2	NA	4	5	4	3	2	NA	4	5	4	4	3	NA	2	2	2	2	3	2	3	3	4	4	4	3	4	3	5	5	2	4	3	4	4	4	2	3	3	2	2	3	3	3	1	1	1	1	1	2	3	3	3	3	4	3	3	3	3	3	3	4
hagreselam	531	2012	2	7	7	11	238516	5	4	3	5	5	5	4	4	3	4	4	3	4	3	5	5	4	3	4	4	4	3	5	2	3	2	2	3	3	3	3	3	3	2	3	3	2	2	2	2	2	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	5	5	4	4	4	NA	2	2	1	2	2	NA	1	1	1	2	2	NA	2	3	2	3	1	NA	3	4	3	3	3	3	3	3	2	2	2	2	3	3	1	2	2	2	3	3	2	3	3	3	4	4	3	4	3	3	1	1	1	1	1	1	2	3	2	3	2	3	3	2	2	3	2	3
hagreselam	472	2012	2	4	4	12	238519	5	5	5	5	5	5	5	4	4	5	5	4	5	4	4	5	5	4	4	3	4	4	5	4	3	3	4	4	4	4	4	4	5	2	3	3	3	3	4	5	4	4	2	2	3	4	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	5	5	5	5	5	NA	2	2	2	1	2	NA	2	2	2	1	2	NA	4	4	4	3	2	NA	4	4	3	4	2	3	3	3	3	2	3	3	4	3	3	3	3	4	3	3	3	3	3	3	4	5	3	3	4	5	1	1	1	1	1	2	3	3	3	3	3	3	3	3	2	3	3	3
hagreselam	794	2012	2	20	20	14	238522	4	4	4	4	5	4	5	4	4	4	4	4	4	5	4	5	5	4	4	4	4	5	5	4	4	5	5	5	5	5	4	3	4	3	4	4	4	5	5	4	4	4	3	4	4	4	3	3	3	3	3	4	3	4	3	3	3	3	3	3	3	3	4	4	4	3	4	4	3	4	4	4	3	2	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	4	3	3	3	4	3	4	2	3	3	3	3	3	3	3	3	3	4	3	3	4	3	4	3	3	3	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	720	2012	2	16	16	20	238528	4	5	4	5	5	5	5	5	5	4	4	4	5	5	4	4	4	4	4	4	4	4	5	4	4	5	4	5	5	5	4	3	4	4	3	4	3	4	4	3	3	4	3	3	3	2	3	3	3	3	3	4	3	3	3	3	3	3	3	3	2	3	3	4	4	3	3	3	3	4	3	2	5	5	5	5	5	5	3	4	3	3	3	3	3	3	3	3	3	3	3	4	3	4	3	NA	4	3	4	4	2	4	3	3	3	3	3	3	4	3	4	3	2	3	3	4	3	3	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	781	2012	2	20	20	1	238531	5	5	5	5	5	5	5	5	4	4	4	3	4	4	4	5	4	3	4	4	4	5	4	3	4	5	5	5	5	5	4	4	3	3	3	3	3	3	4	3	2	3	3	4	3	2	2	3	3	4	4	4	3	4	3	3	3	3	3	3	3	3	2	4	3	3	4	3	3	4	3	3	5	5	5	5	5	5	2	2	2	2	3	3	2	2	4	3	3	3	3	3	3	3	3	3	3	3	5	5	4	4	3	3	3	3	4	3	3	3	4	4	4	3	3	3	3	4	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	790	2012	2	20	20	10	238537	5	5	5	5	5	5	4	4	4	4	5	4	4	5	4	5	5	4	5	4	5	5	5	4	5	5	5	5	5	5	5	4	4	3	4	4	3	3	3	4	4	4	3	4	4	3	3	4	3	3	3	3	4	4	3	3	2	3	3	3	2	3	4	4	4	4	3	3	3	4	4	4	5	5	5	5	5	5	2	3	3	3	3	3	2	2	3	2	3	3	3	4	4	4	3	3	4	4	4	5	3	4	3	3	3	3	3	3	3	3	4	3	4	3	3	3	3	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	787	2012	2	20	20	7	238540	5	5	5	5	5	5	5	4	4	5	5	3	5	5	5	5	5	4	4	4	4	5	5	3	3	4	5	4	3	3	5	4	5	3	3	4	4	5	4	4	4	4	3	4	3	3	3	3	4	4	4	3	4	4	2	3	3	4	4	3	2	3	3	3	3	3	3	3	3	4	3	2	5	5	5	5	5	5	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	4	3	5	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	414	2012	2	1	1	14	238546	5	4	5	5	4	4	5	4	4	5	4	4	5	5	4	5	5	4	4	4	4	5	5	4	3	4	4	5	4	4	3	3	5	4	3	3	3	5	3	3	3	4	5	5	5	4	4	4	3	3	4	3	4	3	3	3	3	2	3	3	3	3	3	3	4	3	3	3	3	3	4	4	5	5	5	5	5	NA	3	3	4	3	3	NA	2	3	3	2	3	NA	3	4	4	3	3	NA	4	3	3	4	3	4	4	2	2	2	4	4	4	3	3	3	4	4	4	4	3	4	5	4	4	4	3	4	4	4	1	2	1	1	1	2	3	4	3	3	3	3	3	3	3	3	3	3
hagreselam	600	2012	2	10	10	20	238549	4	5	4	5	5	5	5	4	4	4	4	4	5	4	5	5	5	4	4	3	4	4	3	4	4	5	5	5	5	5	3	5	5	4	5	4	3	4	4	4	4	4	3	3	3	4	4	4	4	4	4	4	4	4	3	3	3	5	3	3	3	3	4	5	4	3	4	3	3	4	4	4	5	5	4	5	5	4	3	3	3	3	3	3	3	3	3	2	3	3	4	4	3	3	3	3	3	3	4	4	4	4	3	3	2	3	3	3	4	3	3	3	4	4	3	3	4	3	3	3	4	4	4	4	4	4	1	2	1	1	1	2	3	3	3	3	2	3	3	3	3	4	3	4
hagreselam	735	2012	2	17	17	15	238561	4	4	3	5	4	5	4	4	4	5	4	4	4	5	4	5	4	4	4	4	4	5	4	4	4	5	5	4	4	4	4	3	3	3	3	4	4	4	4	3	4	4	3	3	3	3	3	3	2	3	4	2	3	3	2	3	3	3	3	3	2	2	3	3	3	3	3	3	3	4	3	4	4	4	5	5	4	4	4	4	3	4	4	4	4	3	4	4	4	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	4	4	4	4	2	3	4	3	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	690	2012	2	15	15	10	238567	5	5	5	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	5	4	5	5	5	5	5	5	4	3	5	4	3	4	4	4	4	4	4	4	3	3	3	3	3	3	4	4	4	4	3	4	5	4	4	4	5	4	4	5	5	5	5	3	5	4	5	4	4	3	5	5	4	5	4	4	4	4	4	4	4	4	3	5	4	4	4	5	4	3	4	3	3	4	4	4	3	4	3	4	4	3	3	4	4	4	4	4	4	4	4	4	4	3	4	5	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	491	2012	2	5	5	11	238570	5	5	5	5	5	5	4	4	4	4	4	3	4	4	4	3	4	3	4	3	4	4	4	2	4	4	3	5	5	5	3	3	5	2	3	4	3	3	3	2	3	3	3	3	4	3	3	4	4	4	4	4	4	4	3	3	3	4	3	3	3	3	3	3	4	3	3	3	3	3	3	3	5	5	5	5	5	NA	2	2	2	2	2	NA	3	2	3	2	2	NA	2	3	4	2	2	NA	4	4	5	5	5	4	3	3	2	3	2	3	3	3	2	3	3	3	3	3	3	3	4	3	5	5	4	4	4	5	1	1	1	1	1	2	3	3	3	3	3	3	3	2	2	3	3	2
hagreselam	668	2012	2	14	14	8	238573	3	4	4	5	4	5	5	4	5	5	4	4	5	5	5	4	5	4	4	5	4	4	4	4	3	5	5	4	4	4	4	4	4	3	3	4	3	3	3	4	3	4	4	4	4	3	3	3	3	4	3	3	4	4	4	4	3	3	4	4	4	4	4	4	4	4	3	4	3	5	4	4	4	4	4	5	5	4	3	3	4	3	3	4	3	5	3	3	3	4	4	5	4	4	3	3	3	4	3	3	3	3	3	3	3	3	4	3	4	3	4	4	4	4	4	3	4	4	3	4	3	3	3	3	3	4	2	1	2	1	2	3	3	3	4	3	3	3	3	3	3	3	3	3
hagreselam	800	2012	2	20	20	20	238576	5	5	4	5	5	5	4	4	4	4	4	4	5	5	5	5	5	4	4	4	4	5	5	4	5	5	5	5	5	5	4	4	5	4	3	4	5	3	4	5	5	4	4	4	3	2	3	4	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	4	3	5	5	5	5	5	5	3	3	3	4	4	3	3	3	4	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	3	3	3	3	4	3	3	4	4	3	3	4	3	3	3	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	420	2012	2	1	1	20	238579	3	3	3	3	5	3	4	4	4	5	4	4	4	4	3	4	3	4	4	4	3	4	3	3	2	3	2	2	1	2	3	4	4	3	3	3	3	3	2	2	2	3	4	5	3	5	3	3	2	2	2	3	3	2	3	3	3	3	3	4	3	3	3	3	3	4	3	3	3	5	4	4	2	2	2	4	2	NA	3	3	3	4	4	NA	2	4	3	4	4	NA	3	4	3	3	3	NA	1	2	1	2	1	1	3	3	3	3	3	3	3	4	2	3	2	3	4	3	4	3	4	4	2	2	2	3	2	1	1	1	1	1	1	1	2	2	2	2	2	2	3	3	2	3	3	3
hagreselam	562	2012	2	9	9	2	248478	4	4	4	4	4	3	5	5	5	4	4	5	4	4	4	4	3	3	4	3	4	3	3	4	2	3	2	2	3	3	4	3	3	3	4	4	4	4	4	4	4	4	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	4	3	3	3	3	2	3	3	2	4	4	4	4	4	3	4	4	4	3	4	4	4	5	4	2	4	4	3	3	3	3	3	3	2	3	3	3	2	3	4	4	4	3	3	4	4	3	3	4	4	3	3	3	4	3	3	3	3	3	3	3	3	3	2	1	1	2	2	3	3	3	4	3	3	4	3	3	3	3	3	3
hagreselam	732	2012	2	17	17	12	204470b	4	5	4	5	4	5	5	4	3	4	4	4	5	5	3	5	3	4	5	5	3	5	4	3	4	4	5	5	5	5	4	4	4	3	3	3	4	4	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	4	3	3	3	3	3	3	2	2	3	2	2	3	3	3	3	3	4	4	5	5	5	5	5	5	2	2	1	3	2	2	2	3	2	2	1	2	3	3	3	4	2	3	4	3	4	4	3	4	3	2	2	2	3	2	2	3	3	2	2	2	3	3	2	3	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	604	2012	2	11	11	4	204493a	4	4	5	4	5	4	4	4	4	4	4	4	5	4	4	4	5	4	4	3	4	3	4	4	4	4	3	4	3	4	4	3	4	3	3	3	3	4	3	4	3	4	3	3	4	3	2	3	2	3	3	4	3	2	3	3	3	3	3	3	3	2	3	3	2	3	4	4	4	4	3	3	4	4	4	4	4	4	3	3	3	2	2	3	2	3	3	2	2	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	4	3	2	3	2	3	3	3	3	3	2	3	4	4	3	4	3	3	1	1	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	4
hagreselam	415	2012	2	1	1	15	204562a	4	4	4	5	4	4	4	4	4	4	5	4	5	5	4	4	4	4	4	4	5	5	5	4	3	3	4	3	3	4	3	4	4	3	3	3	4	5	4	3	2	3	4	4	3	5	3	3	2	3	2	3	3	2	2	3	2	3	3	3	3	2	3	2	2	3	3	3	3	3	3	3	4	5	4	4	4	NA	2	3	3	2	2	NA	2	3	3	2	2	NA	3	2	3	3	2	NA	4	3	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	3	3	3	2	2	2	2	3	3	3	3	4	4	1	1	1	1	1	2	3	2	2	3	3	3	2	2	2	3	3	3
hagreselam	727	2012	2	17	17	7	206518a	3	3	4	3	3	3	5	4	3	5	4	4	5	5	4	5	4	4	4	4	4	4	4	4	3	4	3	3	3	3	3	3	4	2	3	3	3	4	3	3	2	4	2	3	2	2	2	2	3	2	3	4	2	3	3	3	3	3	3	3	3	3	3	4	3	4	2	3	2	4	2	4	3	3	3	3	3	3	3	3	4	4	4	4	3	4	3	4	3	4	2	3	4	3	2	3	2	2	2	2	2	2	2	3	3	3	2	3	3	3	2	3	2	3	3	3	3	3	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	696	2012	2	15	15	16	206548bl	5	5	5	5	5	5	4	5	5	5	4	4	5	5	5	5	5	4	5	4	4	5	5	4	4	5	5	5	5	5	3	4	5	4	3	4	4	3	5	5	3	4	3	4	4	4	5	4	4	5	4	5	4	4	4	3	4	4	4	3	4	4	4	5	3	4	3	4	4	5	4	4	5	5	5	5	4	5	4	4	3	3	3	3	4	5	3	3	3	3	3	4	4	3	2	3	3	3	3	4	3	3	3	3	2	3	2	3	4	3	3	4	3	3	3	3	4	4	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
