LOCALITY	PLOT	YEAR	REP	BLK	ROW	COL	ID	F1_EARLINESS_1	F1_EARLINESS_2	F1_EARLINESS_3	F1_EARLINESS_4	F1_EARLINESS_5	F1_EARLINESS_L	F1_OVERALL_1	F1_OVERALL_2	F1_OVERALL_3	F1_OVERALL_4	F1_OVERALL_5	F1_OVERALL_L	F1_SPIKE_1	F1_SPIKE_2	F1_SPIKE_3	F1_SPIKE_4	F1_SPIKE_5	F1_SPIKE_L	F1_TILLER_1	F1_TILLER_2	F1_TILLER_3	F1_TILLER_4	F1_TILLER_5	F1_TILLER_L	F2_EARLINESS_1	F2_EARLINESS_2	F2_EARLINESS_3	F2_EARLINESS_4	F2_EARLINESS_5	F2_EARLINESS_L	F2_OVERALL_1	F2_OVERALL_2	F2_OVERALL_3	F2_OVERALL_4	F2_OVERALL_5	F2_OVERALL_L	F2_SPIKE_1	F2_SPIKE_2	F2_SPIKE_3	F2_SPIKE_4	F2_SPIKE_5	F2_SPIKE_L	F2_TILLER_1	F2_TILLER_2	F2_TILLER_3	F2_TILLER_4	F2_TILLER_5	F2_TILLER_L	F3_EARLINESS_1	F3_EARLINESS_2	F3_EARLINESS_3	F3_EARLINESS_4	F3_EARLINESS_5	F3_EARLINESS_L	F3_OVERALL_1	F3_OVERALL_2	F3_OVERALL_3	F3_OVERALL_4	F3_OVERALL_5	F3_OVERALL_L	F3_SPIKE_1	F3_SPIKE_2	F3_SPIKE_3	F3_SPIKE_4	F3_SPIKE_5	F3_SPIKE_L	F3_TILLER_1	F3_TILLER_2	F3_TILLER_3	F3_TILLER_4	F3_TILLER_5	F3_TILLER_L	M1_EARLINESS_1	M1_EARLINESS_2	M1_EARLINESS_3	M1_EARLINESS_4	M1_EARLINESS_5	M1_EARLINESS_L	M1_OVERALL_1	M1_OVERALL_2	M1_OVERALL_3	M1_OVERALL_4	M1_OVERALL_5	M1_OVERALL_L	M1_SPIKE_1	M1_SPIKE_2	M1_SPIKE_3	M1_SPIKE_4	M1_SPIKE_5	M1_SPIKE_L	M1_TILLER_1	M1_TILLER_2	M1_TILLER_3	M1_TILLER_4	M1_TILLER_5	M1_TILLER_L	M2_EARLINESS_1	M2_EARLINESS_2	M2_EARLINESS_3	M2_EARLINESS_4	M2_EARLINESS_5	M2_EARLINESS_L	M2_OVERALL_1	M2_OVERALL_2	M2_OVERALL_3	M2_OVERALL_4	M2_OVERALL_5	M2_OVERALL_L	M2_SPIKE_1	M2_SPIKE_2	M2_SPIKE_3	M2_SPIKE_4	M2_SPIKE_5	M2_SPIKE_L	M2_TILLER_1	M2_TILLER_2	M2_TILLER_3	M2_TILLER_4	M2_TILLER_5	M2_TILLER_L	M3_EARLINESS_1	M3_EARLINESS_2	M3_EARLINESS_3	M3_EARLINESS_4	M3_EARLINESS_5	M3_EARLINESS_L	M3_OVERALL_1	M3_OVERALL_2	M3_OVERALL_3	M3_OVERALL_4	M3_OVERALL_5	M3_OVERALL_L	M3_SPIKE_1	M3_SPIKE_2	M3_SPIKE_3	M3_SPIKE_4	M3_SPIKE_5	M3_SPIKE_L	M3_TILLER_1	M3_TILLER_2	M3_TILLER_3	M3_TILLER_4	M3_TILLER_5	M3_TILLER_L
geregera	143	2012	1	8	8	3	222346	3	4	5	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	4	3	3	4	4	5	5	4	4	2	2	2	2	3	2	3	3	3	3	3	3	3	3	3	2	3	3	4	NA	NA	4	4	NA	2	NA	NA	3	3	NA	1	NA	NA	3	2	NA	2	NA	NA	2	3	NA	4	2	3	2	2	2	2	2	2	1	1	2	1	2	1	2	1	2	2	3	2	2	2	3	5	5	5	5	5	5	4	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	5	4	2	3	4	4	3	3	3	3	3	3	3	3	3	3	2	3	2	2	2	2	2	2
geregera	238	2012	1	12	12	18	222352	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	3	3	4	3	3	3	4	3	3	3	4	4	3	3	3	3	3	3	5	NA	NA	5	5	NA	3	NA	NA	3	4	NA	3	NA	NA	3	4	NA	3	NA	NA	2	4	NA	3	3	3	2	3	3	3	3	3	3	2	3	3	4	3	4	3	3	2	3	4	3	2	2	5	5	4	5	5	5	5	5	4	4	4	4	4	4	3	4	4	4	3	4	3	3	3	3	3	4	3	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	1
geregera	240	2012	1	12	12	20	222360	2	2	2	2	2	2	3	2	2	3	3	3	3	2	2	3	3	3	4	2	3	3	4	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	3	3	2	2	2	2	3	2	2	NA	NA	2	2	NA	4	NA	NA	2	2	NA	4	NA	NA	2	2	NA	1	NA	NA	2	2	NA	2	2	2	2	2	2	3	3	2	2	2	3	3	3	3	2	2	2	2	2	2	2	2	2	1	2	2	3	2	2	4	3	3	3	3	3	3	3	2	3	3	3	3	3	2	2	3	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	1	1	2	2	2	1
geregera	385	2012	1	20	20	5	222366	4	4	3	2	2	3	4	5	5	4	4	5	4	5	5	4	4	5	5	4	4	5	5	4	3	3	3	3	3	3	3	3	3	4	3	4	4	4	4	3	3	4	3	3	4	4	3	3	4	NA	NA	3	3	NA	3	NA	NA	3	2	NA	3	NA	NA	2	3	NA	3	NA	NA	3	3	NA	2	2	2	2	1	2	4	4	3	3	4	3	4	3	4	3	4	3	3	3	3	3	3	3	3	4	3	3	4	3	5	5	5	5	4	4	5	5	5	5	4	5	4	3	4	4	4	4	3	3	2	3	3	3	4	4	4	3	3	4	3	4	3	3	4	4	2	2	2	3	3	3
geregera	320	2012	1	16	16	20	222387	3	4	4	4	4	4	1	1	2	1	2	1	1	1	2	2	3	1	2	2	3	2	2	1	3	3	3	3	3	3	2	1	1	2	2	1	3	2	2	2	2	3	2	3	3	3	3	3	3	NA	NA	4	4	NA	2	NA	NA	2	3	NA	1	NA	NA	2	3	NA	1	NA	NA	2	3	NA	3	3	2	3	2	3	2	2	2	2	1	2	2	2	2	2	1	2	2	2	3	2	2	2	5	5	3	4	3	4	3	1	1	1	3	2	2	1	1	1	2	2	1	2	3	3	3	2	4	3	3	2	4	4	1	2	2	3	2	2	1	1	2	3	2	2	1	1	1	2	1	1
geregera	195	2012	1	10	10	15	222408	3	3	3	3	3	3	4	3	4	3	4	4	4	5	4	4	4	5	3	3	3	3	3	2	3	4	3	5	5	4	4	4	3	3	5	4	4	4	4	4	5	4	3	3	3	3	3	3	5	NA	NA	4	5	NA	5	NA	NA	3	4	NA	5	NA	NA	4	3	NA	4	NA	NA	3	4	NA	3	2	3	2	3	2	4	3	4	4	4	4	4	4	4	3	4	4	3	2	3	3	2	3	5	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	5	5	4	3	3	4	3	3	4	4	4	4	4	4	4	5	5	3	4	4	4	4	5	3	4	4	2	2	2	2	2	2
geregera	100	2012	1	5	5	20	222413	2	2	3	2	3	3	1	1	2	1	1	1	1	1	2	1	2	1	3	2	2	2	2	1	2	2	2	1	1	2	1	1	1	1	2	1	2	2	1	3	2	2	2	2	1	2	2	1	1	NA	NA	1	1	NA	1	NA	NA	1	1	NA	1	NA	NA	1	1	NA	1	NA	NA	1	1	NA	2	2	1	2	1	2	1	1	2	2	1	1	2	2	2	1	1	1	1	2	2	1	1	2	1	3	1	1	2	3	1	1	1	1	2	2	2	2	1	1	3	2	1	3	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
geregera	21	2012	1	2	2	1	222415	4	5	5	4	3	4	2	3	3	4	4	3	3	4	3	3	4	3	3	3	4	4	5	5	4	4	4	5	4	5	3	3	3	3	3	4	4	4	4	3	3	4	3	3	4	4	3	3	4	NA	NA	4	3	NA	2	NA	NA	3	3	NA	2	NA	NA	2	2	NA	3	NA	NA	3	3	NA	2	2	2	1	2	2	1	2	2	1	2	2	1	3	4	1	2	2	3	3	1	3	3	3	5	5	5	5	5	5	5	4	3	4	4	4	5	4	3	3	4	4	5	5	4	4	5	4	4	4	3	4	4	4	3	3	4	3	4	3	4	3	3	3	3	4	4	3	3	2	3	2
geregera	20	2012	1	1	1	20	222419	2	3	3	2	3	3	2	3	2	3	3	3	3	3	2	3	4	3	3	3	3	3	4	3	4	3	3	3	3	4	3	2	2	2	3	3	3	2	2	3	3	3	3	3	3	3	3	3	4	NA	NA	4	3	NA	3	NA	NA	2	3	NA	3	NA	NA	2	3	NA	3	NA	NA	3	3	NA	3	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	3	5	4	4	4	4	4	1	3	3	2	3	3	3	2	3	3	3	3	3	3	4	3	4	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	2	2	2	2	2
geregera	73	2012	1	4	4	13	222426	3	3	3	3	2	3	4	4	5	4	4	4	4	4	5	4	4	4	4	3	4	4	5	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	3	3	3	4	3	3	3	NA	NA	2	3	NA	5	NA	NA	3	3	NA	5	NA	NA	4	3	NA	4	NA	NA	3	3	NA	2	2	2	2	2	1	3	3	4	4	3	3	3	4	4	3	3	3	3	3	3	3	2	3	2	2	3	3	3	3	5	5	5	4	5	4	5	4	4	4	4	4	5	4	5	4	5	3	3	3	3	3	3	3	4	4	4	5	4	4	4	4	4	4	3	4	3	2	3	2	2	3
geregera	171	2012	1	9	9	11	222432	3	4	3	4	3	4	3	5	4	3	3	3	4	5	4	3	3	3	3	3	4	4	4	4	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	NA	NA	4	5	NA	4	NA	NA	3	3	NA	4	NA	NA	3	4	NA	3	NA	NA	3	4	NA	3	3	3	2	2	3	3	3	3	3	3	3	4	3	3	2	2	3	2	3	3	3	2	4	3	3	4	4	4	4	4	3	3	4	3	4	4	2	4	4	4	4	2	4	3	3	3	3	4	2	2	3	3	3	4	3	4	3	3	4	3	3	3	3	3	4	2	2	2	2	2	2
geregera	134	2012	1	7	7	14	222433	4	3	3	3	4	4	4	3	3	3	4	3	2	2	2	2	3	2	2	2	3	2	3	3	3	3	3	4	3	4	3	3	3	2	3	3	3	3	3	3	4	3	3	3	3	2	3	3	5	NA	NA	4	4	NA	4	NA	NA	3	3	NA	4	NA	NA	3	2	NA	3	NA	NA	2	3	NA	3	3	2	2	2	3	3	3	2	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	5	5	5	5	4	5	3	3	3	3	3	3	5	3	3	3	3	3	4	4	4	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2
geregera	181	2012	1	10	10	1	222434	3	4	4	3	3	3	4	4	4	4	4	4	4	4	4	3	4	4	4	3	3	4	5	4	3	3	3	3	3	4	4	4	4	2	3	4	4	4	4	3	3	4	3	3	3	4	3	3	3	NA	NA	2	2	NA	3	NA	NA	3	3	NA	3	NA	NA	3	3	NA	3	NA	NA	2	3	NA	4	1	3	2	1	2	3	3	3	2	2	3	2	3	3	2	3	3	4	3	3	3	2	4	5	5	4	5	5	4	5	5	4	5	5	4	4	5	4	4	4	4	4	4	4	3	4	4	2	3	2	4	3	3	4	4	4	3	3	4	4	3	4	3	4	4	2	3	2	2	2	2
geregera	389	2012	1	20	20	9	222435	4	4	4	4	3	4	3	3	3	3	3	3	3	3	4	4	3	3	4	4	4	4	4	4	3	4	4	4	3	4	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	NA	NA	3	3	NA	3	NA	NA	3	2	NA	2	NA	NA	3	3	NA	4	NA	NA	3	2	NA	2	2	3	2	2	2	3	3	2	2	3	3	3	3	2	2	3	2	3	3	3	2	3	3	3	3	3	5	5	4	5	2	3	3	4	3	4	3	3	3	3	3	5	4	4	3	5	4	4	3	3	3	4	3	3	4	4	4	3	4	3	4	4	3	4	3	3	3	3	2	3	3
geregera	84	2012	1	5	5	4	222440	5	5	5	4	4	4	2	1	2	3	2	2	2	1	3	2	2	2	3	2	3	3	3	2	5	4	4	4	4	4	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	NA	NA	4	3	NA	2	NA	NA	3	3	NA	2	NA	NA	2	2	NA	2	NA	NA	2	2	NA	3	3	3	3	3	3	3	2	2	2	2	3	2	2	3	1	2	3	2	2	2	2	2	3	5	5	5	5	5	5	4	4	2	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	4	4	3	4	4	4	3	3	4	3	3	3	3	3	3	2	3	3	2	2	2	2	2	2
geregera	257	2012	1	13	13	17	222457	2	2	3	2	1	1	3	3	3	3	3	3	3	3	2	3	4	3	3	3	4	3	4	4	3	3	3	2	3	2	2	2	3	3	2	3	4	4	2	2	2	3	3	3	3	3	3	3	2	NA	NA	2	2	NA	2	NA	NA	3	4	NA	1	NA	NA	3	4	NA	3	NA	NA	3	3	NA	2	2	1	1	2	1	3	3	3	3	3	3	3	3	3	4	3	3	4	3	3	3	4	3	1	1	2	2	2	2	5	5	3	4	4	4	4	5	4	3	4	4	2	4	4	3	4	2	3	1	2	2	2	1	3	3	3	3	3	2	3	2	3	3	3	3	2	2	2	2	2	2
geregera	202	2012	1	11	11	2	222462	2	3	2	2	2	2	3	4	4	3	3	3	3	3	4	3	3	3	3	2	3	3	3	3	2	2	2	2	3	3	2	2	3	3	4	3	3	3	3	3	4	3	3	3	2	3	3	3	2	NA	NA	1	1	NA	3	NA	NA	2	2	NA	2	NA	NA	1	2	NA	2	NA	NA	2	2	NA	1	1	1	1	1	2	2	3	2	3	1	2	3	2	2	2	2	3	2	3	2	3	3	2	3	3	3	3	3	2	5	5	3	4	4	3	4	4	3	3	4	3	4	4	3	3	4	3	2	2	2	2	2	2	3	3	3	3	3	3	2	2	3	3	3	3	2	3	2	2	2	1
geregera	32	2012	1	2	2	12	222464	4	4	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	4	3	3	4	3	3	3	3	3	3	3	2	2	2	3	3	4	3	3	3	3	3	3	3	3	4	3	3	4	NA	NA	4	4	NA	4	NA	NA	3	3	NA	4	NA	NA	3	4	NA	3	NA	NA	2	3	NA	3	2	3	2	2	2	3	3	3	3	3	3	3	3	4	3	3	3	2	3	3	2	3	3	3	3	3	4	5	4	3	3	3	5	3	4	5	2	4	4	4	5	3	4	3	4	3	3	3	3	2	3	3	3	3	3	4	3	3	4	3	3	3	2	3	4	1	2	2	2	2	2
geregera	42	2012	1	3	3	2	222500	4	5	4	5	4	5	2	2	3	2	2	2	2	2	3	3	1	1	3	3	4	4	4	3	4	4	4	3	4	5	3	3	3	3	3	3	3	3	3	2	3	3	4	3	4	3	4	4	4	NA	NA	4	4	NA	3	NA	NA	2	3	NA	2	NA	NA	2	2	NA	3	NA	NA	3	3	NA	4	3	2	4	2	3	2	2	1	2	1	2	2	2	2	1	1	2	3	3	3	3	3	3	5	5	5	5	5	5	5	2	3	3	3	3	3	2	3	3	3	3	4	4	4	4	5	4	4	4	3	4	5	4	3	3	3	2	3	3	2	3	3	2	2	3	3	3	2	2	2	2
geregera	11	2012	1	1	1	11	222530	1	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	4	5	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	2	4	3	3	3	3	4	1	NA	NA	1	2	NA	3	NA	NA	2	3	NA	1	NA	NA	2	3	NA	3	NA	NA	3	3	NA	1	1	1	1	1	1	2	2	2	2	2	3	2	2	2	2	2	2	3	3	2	2	2	3	1	1	1	1	1	1	3	4	3	3	1	2	1	3	2	2	2	3	4	4	4	3	3	4	1	2	2	2	2	1	2	3	3	3	2	2	2	2	3	3	1	3	3	2	2	2	2	2
geregera	146	2012	1	8	8	6	222541	5	5	5	5	4	5	2	1	1	1	1	1	1	1	1	2	2	1	4	4	3	4	4	4	5	5	4	5	4	5	2	2	2	2	2	2	3	3	3	3	3	2	3	4	4	3	3	4	5	NA	NA	4	4	NA	3	NA	NA	3	2	NA	2	NA	NA	2	2	NA	3	NA	NA	3	3	NA	2	2	2	4	3	4	2	2	2	2	3	2	2	2	2	2	2	2	3	3	2	3	2	3	5	5	5	5	5	5	4	2	3	3	3	2	3	3	3	3	3	3	4	4	3	3	4	4	5	5	3	5	5	5	2	3	3	3	3	2	2	3	3	3	2	2	3	3	3	3	3	2
geregera	346	2012	1	18	18	6	222542	3	3	3	3	3	3	3	2	4	3	3	4	3	2	4	3	3	4	2	2	3	3	3	3	4	4	3	3	3	4	3	3	3	2	3	3	3	3	3	4	4	3	3	3	3	3	3	3	4	NA	NA	2	2	NA	3	NA	NA	2	2	NA	2	NA	NA	2	3	NA	3	NA	NA	2	2	NA	3	3	2	2	2	1	3	3	2	3	2	3	3	3	3	2	3	3	1	3	2	3	2	3	5	5	3	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	4	3	2	4	3	3	3	3	3	3	4	3	3	3	3	3	3	1	2	2	2	2	2
geregera	102	2012	1	6	6	2	222554	4	4	4	2	3	3	4	4	5	4	4	4	4	4	4	4	4	4	3	3	4	3	4	4	3	3	3	3	3	4	4	4	4	3	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	NA	NA	3	4	NA	3	NA	NA	2	3	NA	2	NA	NA	2	2	NA	3	NA	NA	2	3	NA	3	2	2	3	1	2	3	3	2	2	2	3	3	3	3	2	2	4	3	3	3	2	1	3	5	4	4	4	4	5	5	5	5	5	4	4	5	5	5	5	4	4	4	4	4	4	4	4	3	3	2	4	2	3	4	4	3	3	3	3	3	3	4	3	3	3	3	3	2	2	3	1
geregera	278	2012	1	14	14	18	222578	2	2	2	2	2	2	3	3	3	4	3	4	3	3	4	4	4	4	3	4	3	3	3	2	3	3	2	2	2	3	3	3	3	3	3	3	3	3	3	4	3	4	2	2	3	3	3	3	2	NA	NA	4	2	NA	5	NA	NA	2	3	NA	4	NA	NA	3	3	NA	2	NA	NA	3	3	NA	3	2	2	2	2	3	3	3	3	3	3	3	3	4	3	3	3	3	2	3	3	3	3	2	2	3	2	3	3	3	5	5	4	4	4	4	4	4	4	3	4	4	2	3	3	3	3	3	3	3	2	3	3	2	4	3	3	4	4	4	4	3	4	3	4	4	2	2	2	2	2	2
geregera	205	2012	1	11	11	5	222623	3	3	3	3	3	3	4	4	4	3	3	3	2	4	4	4	3	3	4	3	3	4	4	4	3	3	3	3	3	3	2	2	2	2	2	3	3	2	2	2	2	3	3	3	4	4	4	3	2	NA	NA	2	2	NA	3	NA	NA	2	3	NA	1	NA	NA	2	3	NA	2	NA	NA	3	3	NA	1	2	2	1	1	1	2	2	2	2	2	3	2	2	2	2	1	2	3	3	3	3	2	3	3	3	3	3	4	3	4	4	3	4	4	3	3	3	3	3	3	3	4	4	4	4	5	4	2	3	2	3	2	3	3	3	3	3	3	3	2	2	2	3	2	3	2	3	2	2	2	2
geregera	374	2012	1	19	19	14	222641	2	2	2	2	2	2	2	2	3	3	3	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	NA	NA	4	4	NA	4	NA	NA	3	3	NA	3	NA	NA	3	3	NA	3	NA	NA	3	3	NA	3	2	2	2	2	2	3	3	2	3	3	3	3	3	3	2	2	3	2	3	2	2	2	2	3	2	3	3	4	3	2	2	4	4	4	3	3	2	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2
geregera	19	2012	1	1	1	19	222655	2	2	2	2	2	2	2	4	3	3	3	3	2	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	NA	3	4	NA	4	NA	NA	3	4	NA	4	NA	NA	3	4	NA	3	NA	NA	2	4	NA	2	2	2	2	2	2	2	3	3	3	2	3	3	3	2	3	2	3	2	3	3	3	2	2	3	2	3	3	3	3	5	5	4	4	4	4	5	3	4	4	3	4	4	4	3	4	4	4	3	3	3	3	3	3	3	4	3	3	3	3	4	3	3	3	3	3	2	2	2	2	2	2
geregera	93	2012	1	5	5	13	222660	3	3	3	3	2	2	3	3	2	3	3	3	3	3	2	3	3	3	2	2	4	3	3	3	3	3	3	3	3	4	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	NA	NA	3	2	NA	3	NA	NA	3	3	NA	2	NA	NA	2	3	NA	2	NA	NA	3	3	NA	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	3	2	3	2	2	2	2	3	3	2	2	3	2	3	3	2	3	3	3	4	3	5	3	4	3	2	3	2	4	2	3	3	3	2	3	2	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	2	2	2	2	2
geregera	267	2012	1	14	14	7	222666	3	3	3	3	3	3	3	2	4	3	3	3	3	2	4	3	3	3	4	3	3	3	4	4	3	3	3	3	3	3	2	2	2	2	4	3	3	3	3	2	4	3	3	3	3	3	3	3	3	NA	NA	3	3	NA	3	NA	NA	3	3	NA	2	NA	NA	2	3	NA	3	NA	NA	2	2	NA	2	2	2	1	2	2	3	3	2	2	3	2	3	3	2	2	2	3	3	3	3	2	3	3	5	2	3	4	5	3	5	2	2	4	2	4	4	3	3	3	2	3	5	5	4	3	2	4	3	2	2	3	3	3	3	3	4	3	3	3	2	3	3	3	3	3	3	2	3	2	3	2
geregera	323	2012	1	17	17	3	222682	4	5	5	4	4	4	3	3	2	3	3	2	3	3	2	3	3	2	3	3	3	3	4	3	3	4	4	4	4	4	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	3	3	3	4	NA	NA	4	4	NA	2	NA	NA	2	2	NA	2	NA	NA	2	2	NA	2	NA	NA	3	3	NA	3	2	3	3	3	3	2	2	2	1	1	2	3	2	1	2	1	2	3	3	2	2	2	3	5	5	5	5	5	5	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	4	3	4	3	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2
geregera	207	2012	1	11	11	7	222727	3	4	3	3	3	3	3	5	4	3	3	3	3	5	4	3	3	3	3	4	3	4	4	4	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	4	3	3	4	3	4	3	NA	NA	2	4	NA	3	NA	NA	2	2	NA	2	NA	NA	2	3	NA	3	NA	NA	3	3	NA	3	3	3	2	3	3	3	3	3	3	2	3	3	3	2	3	2	3	3	3	4	3	3	4	5	2	4	4	2	3	3	3	4	3	3	3	2	2	3	3	2	3	5	5	4	4	5	4	3	3	2	4	3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	2	3	2	2	2
geregera	272	2012	1	14	14	12	222730	4	4	4	4	5	4	4	4	3	3	4	3	4	4	3	4	3	3	3	3	3	3	3	2	3	3	4	4	4	4	4	4	4	4	5	3	4	4	4	3	4	3	3	3	4	3	4	3	4	NA	NA	5	5	NA	5	NA	NA	3	3	NA	5	NA	NA	4	4	NA	3	NA	NA	3	3	NA	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	5	5	4	3	5	4	4	4	4	5	4	4	5	5	5	3	3	4	4	3	3	4	3	3	4	4	3	4	3	4	3	4	3	3	3	3	3	4	3	4	4	3	2	2	2	2	2	3
geregera	237	2012	1	12	12	17	222736	2	2	2	2	2	2	3	4	4	3	4	4	3	4	4	4	4	4	3	3	3	3	4	3	3	3	3	3	3	4	4	4	4	3	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	NA	NA	3	2	NA	5	NA	NA	3	3	NA	4	NA	NA	4	4	NA	4	NA	NA	3	3	NA	2	2	2	2	2	2	3	4	4	4	4	3	3	4	4	3	4	3	2	3	3	3	3	2	4	3	3	3	3	4	4	5	5	5	4	4	5	5	5	4	4	4	3	4	3	3	4	3	3	3	3	3	3	3	4	4	3	3	3	4	4	3	3	3	4	4	2	2	2	2	2	2
geregera	112	2012	1	6	6	12	222752	4	3	3	3	3	4	3	4	3	4	4	4	4	4	4	3	4	4	3	3	4	4	4	4	3	3	3	3	3	3	3	3	3	2	3	3	4	4	4	4	4	4	3	3	3	3	3	4	3	NA	NA	2	4	NA	5	NA	NA	3	4	NA	5	NA	NA	4	4	NA	4	NA	NA	3	3	NA	2	2	3	2	2	2	3	3	3	3	4	3	3	4	3	3	4	3	3	3	3	3	3	3	2	2	3	2	3	3	5	4	4	5	3	4	5	5	5	5	4	4	5	4	3	4	5	3	3	3	2	3	3	3	3	3	4	3	3	4	3	3	4	3	4	4	2	2	2	2	2	2
geregera	144	2012	1	8	8	4	222780	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	2	2	3	3	3	2	3	3	2	2	2	3	2	2	2	2	2	2	3	3	2	3	3	3	3	3	3	2	3	2	3	NA	NA	3	2	NA	2	NA	NA	2	1	NA	1	NA	NA	2	1	NA	1	NA	NA	2	1	NA	2	1	2	2	1	2	2	2	1	1	1	2	2	2	2	1	1	2	3	2	2	1	2	3	2	2	3	2	2	4	3	1	2	3	2	2	2	1	2	3	3	2	2	2	3	3	3	3	2	2	3	3	3	2	3	3	3	3	3	3	1	2	2	2	1	1	2	3	2	3	3	3
geregera	394	2012	1	20	20	14	222786	2	2	2	2	3	2	4	5	4	4	3	4	3	2	3	3	4	4	3	3	2	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	4	4	3	4	3	4	3	3	3	3	3	3	3	NA	NA	3	3	NA	5	NA	NA	3	3	NA	5	NA	NA	4	4	NA	4	NA	NA	3	3	NA	2	2	2	2	2	1	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	2	3	3	4	3	2	4	5	4	4	4	4	5	5	4	4	4	4	3	4	4	3	4	4	3	3	3	3	3	3	4	4	4	3	4	3	4	3	4	3	4	4	2	2	3	2	3	2
geregera	53	2012	1	3	3	13	222805	3	3	3	3	3	3	4	3	4	3	3	4	4	4	4	3	3	4	3	3	4	4	4	5	3	3	3	3	2	3	2	2	2	2	2	3	3	3	3	3	3	3	4	3	3	3	3	4	2	NA	NA	2	3	NA	3	NA	NA	3	3	NA	3	NA	NA	3	3	NA	3	NA	NA	3	3	NA	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	3	2	3	2	3	3	2	2	3	3	3	2	4	3	3	3	4	3	2	2	3	3	3	4	2	4	2	3	4	3	3	3	2	3	3	3	3	3	2	3	3	2	2	3	2	3	3	2	2	2	2	2	2	2
geregera	130	2012	1	7	7	10	222806	4	5	5	5	4	4	2	2	2	2	3	3	2	2	2	2	3	3	2	3	3	4	3	2	3	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	NA	NA	4	5	NA	4	NA	NA	2	3	NA	4	NA	NA	2	3	NA	3	NA	NA	2	3	NA	3	3	3	2	2	2	2	3	3	2	2	3	2	3	3	2	2	3	2	2	3	3	2	3	5	4	3	3	5	5	3	3	3	3	4	3	4	2	3	3	3	3	5	5	5	3	4	3	5	4	3	4	5	5	2	3	3	3	3	3	3	3	3	3	3	3	2	3	2	2	2	2
